Text::Balanced,2.04,SHAY/Text-Balanced-2.04.tar.gz,True,/S/SH/SHAY/Text-Balanced-2.04.tar.gz,?
Role::Tiny,2.002004,HAARG/Role-Tiny-2.002004.tar.gz,True,/H/HA/HAARG/Role-Tiny-2.002004.tar.gz,?
Type::Tiny,1.012003,TOBYINK/Type-Tiny-1.012003.tar.gz,True,/T/TO/TOBYINK/Type-Tiny-1.012003.tar.gz,?
